ID_mosta,Zemepisná_dĺžka,Zemepisná_šírka,Počiatočný_uzol,Koncový_uzol,úsek_ID,ID_Mosta,ID_úseku,Start,End,Okres,StartNode_Latitude,StartNode_Longitude,EndNode_Latitude,EndNode_Longitude,Hexagon_Coordinates
M1699,17.914332134,48.178996445,4514A31100,4512A09300,934282,M1699,83930,4512B00600,4514A00506,Šaľa,48.18445947,17.92411919,48.16864837,17.89537955,"[(48.178996445, 17.91460157239267), (48.17915203777133, 17.914466853196334), (48.17915203777133, 17.914197414803663), (48.178996445, 17.914062695607328), (48.178840852228674, 17.914197414803663), (48.178840852228674, 17.914466853196334), (48.178996445, 17.91460157239267)]"
M3649,19.83353098,48.424900523,3644A34100,3644A03200,1343302,M3649,93299,3644A03400,3644A14800,Poltár,48.43255454,19.85962587,48.41977484,19.82512839,"[(48.424900523, 19.833801719515993), (48.425056115771326, 19.833666349757998), (48.425056115771326, 19.833395610242), (48.424900523, 19.833260240484005), (48.42474493022867, 19.833395610242), (48.42474493022867, 19.833666349757998), (48.424900523, 19.833801719515993)]"
M57,18.41508639,48.400376624,3544A20700,3544A20800,285962,M57,83901,3544A01807,3544A21800,Zlaté Moravce,48.4030062,18.41221806,48.38279775,18.39697517,"[(48.400376624, 18.415356998967667), (48.40053221677133, 18.415221694483833), (48.40053221677133, 18.414951085516165), (48.400376624, 18.41481578103233), (48.400221031228675, 18.414951085516165), (48.400221031228675, 18.415221694483833), (48.400376624, 18.415356998967667)]"
M6054,17.736200931,48.366081596,3534A03600,3534A04900,1115,M6054,85170,4512A03900,3534A02103,Hlohovec,48.32511013,17.72537116,48.43545438,17.76835791,"[(48.366081596, 17.73647135769861), (48.36623718877133, 17.736336144349305), (48.36623718877133, 17.736065717650693), (48.366081596, 17.73593050430139), (48.36592600322867, 17.736065717650693), (48.36592600322867, 17.736336144349305), (48.366081596, 17.73647135769861)]"
M1762,18.755074446,48.972978068,3611A05900,3611A06100,2498,M1762,93219,3611A06300,3611B00200,Martin,48.96976853,18.81212411,48.95067942,18.70436093,"[(48.972978068, 18.755348149504634), (48.97313366077133, 18.755211297752318), (48.97313366077133, 18.75493759424768), (48.972978068, 18.754800742495362), (48.972822475228675, 18.75493759424768), (48.972822475228675, 18.755211297752318), (48.972978068, 18.755348149504634)]"
M4684,19.288210859,49.424874048,2614A06600,2614A10700,334242,M4684,94890,2614A00500,2614A00100,Námestovo,49.45740093,19.22665933,49.3853475,19.3040286,"[(49.424874048, 19.28848707480076), (49.42502964077133, 19.28834896690038), (49.42502964077133, 19.28807275109962), (49.424874048, 19.28793464319924), (49.42471845522867, 19.28807275109962), (49.42471845522867, 19.28834896690038), (49.424874048, 19.28848707480076)]"
M1296,20.302391698,48.53908423,3731A02200,3731A01300,4207,M1296,5100,3731A01300,3731A02200,Revúca,48.53841895,20.29826277,48.54758669,20.30312936,"[(48.53908423, 20.30266304766926), (48.53923982277133, 20.30252737283463), (48.53923982277133, 20.302256023165373), (48.53908423, 20.302120348330742), (48.53892863722867, 20.302256023165373), (48.53892863722867, 20.30252737283463), (48.53908423, 20.30266304766926)]"
M634,20.79139682,49.288295049,2741A03801,2741A03900,5173,M634,5180,2741A01203,2741A04301,Stará Ľubovňa,49.27514029,20.7809642,49.34081514,20.80116174,"[(49.288295049, 20.791672269837115), (49.28845064177133, 20.79153454491856), (49.28845064177133, 20.79125909508144), (49.288295049, 20.791121370162884), (49.28813945622867, 20.79125909508144), (49.28813945622867, 20.79153454491856), (49.288295049, 20.791672269837115)]"
M6688,20.932527264,48.848681353,3723A02303,3721A23102,310970,M6688,3731,3721A23300,3723A02303,Gelnica,48.85472183,20.91935944,48.84844313,20.93275743,"[(48.848681353, 20.932800287440568), (48.84883694577133, 20.932663775720282), (48.84883694577133, 20.93239075227972), (48.848681353, 20.932254240559434), (48.848525760228675, 20.93239075227972), (48.848525760228675, 20.932663775720282), (48.848681353, 20.932800287440568)]"
M917,21.71719906,48.635651368,3832A32500,3832A06301,1070615,M917,5711,3832A14300,3832A01700,Trebišov,48.63782206,21.73270233,48.63801215,21.71655278,"[(48.635651368, 21.717470928681387), (48.635806960771326, 21.717334994340693), (48.635806960771326, 21.717063125659305), (48.635651368, 21.71692719131861), (48.63549577522867, 21.717063125659305), (48.63549577522867, 21.717334994340693), (48.635651368, 21.717470928681387)]"
M4021,21.700833584,48.985932049,3812A06503,3812A29100,6194,M4021,5480,3812A06503,2833A05003,Vranov nad Topľou,48.97452061,21.70789171,49.05602455,21.60143348,"[(48.985932049, 21.701107358648898), (48.98608764177133, 21.70097047132445), (48.98608764177133, 21.700696696675553), (48.985932049, 21.700559809351105), (48.98577645622867, 21.700696696675553), (48.98577645622867, 21.70097047132445), (48.985932049, 21.701107358648898)]"
M1933,17.562174361,48.767957281,3513A32600,3513A32700,192420,M1933,83981,3513A32800,3513A02104,Myjava,48.77153376,17.56223981,48.75559222,17.56701583,"[(48.767957281, 17.562446945268285), (48.76811287377133, 17.562310653134144), (48.76811287377133, 17.562038068865856), (48.767957281, 17.561901776731716), (48.76780168822867, 17.562038068865856), (48.76780168822867, 17.562310653134144), (48.767957281, 17.562446945268285)]"
M5626,21.203522359,48.647647661,3742A36502,3742A01509,733204,M5626,620,3742A01402,3724A00101,Košice II,48.64162245,21.20091609,48.6792628,21.21402752,"[(48.647647661, 21.203794292349624), (48.64780325377133, 21.203658325674812), (48.64780325377133, 21.20338639232519), (48.647647661, 21.203250425650378), (48.64749206822867, 21.20338639232519), (48.64749206822867, 21.203658325674812), (48.647647661, 21.203794292349624)]"
