Správca CK,Trieda CK,Číslo CK,Evidenčné číslo mosta,Usek,ID mosta,Názov mosta,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,LongitudeE,LatitudeN,Vlastník CK,KRAJ,OKRES,PORADIE,POKRAC
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,236,9320,M4627,11_236 Most cez rieku Váh -pravý v Žiline,2000,,3.0,132.83,,13.5,11.5,,,Veľmi dobrý,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,18.736449746,49.234442568,Štát,Žilinský kraj,Žilina,7.0,3.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,237,8971,M6437,11_237 Most -MÚK -estakáda nad železnicou v Žiline,2000,,1.0,1007.76,,8.59,6.5,,,Dobrý,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Cestná komunikácia",18.731408921,49.230043295,Štát,Žilinský kraj,Žilina,9.0,3.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,256F,7145,M2441,"18_256F Prieťah cesty I/11 a I/18 mestom Žilina, most nad železničnou traťou",1978,,5.0,157.0,,8.72,8.72,,,Uspokojivý,trámová,monolitický predpätý betón,23.0,52.0,86.0,podľa tabuliek,"Železnica,  Železnica",18.728808171,49.226624312,Štát,Žilinský kraj,Žilina,1.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,240,7145,M6257,11_240 Most MÚK A-5 v Žiline,1978,,5.0,158.5,,10.75,10.75,,,Uspokojivý,trámová,monolitický predpätý betón,23.0,51.0,86.0,podľa tabuliek,Cestná komunikácia,18.728419393,49.227990748,Štát,Žilinský kraj,Žilina,1.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,239A,7146,M1887,11_239A Most nad železnicou Žilina-Rajec v Žiline,1978,,6.0,186.0,,10.75,10.75,,,Uspokojivý,trámová,monolitický predpätý betón,19.0,42.0,71.0,podľa tabuliek,Železnica,18.729881471,49.229149676,Štát,Žilinský kraj,Žilina,2.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,238,7146,M5802,11_238 Most nad železnicou v Žiline,1978,,4.0,236.0,,10.75,10.75,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,23.0,51.0,86.0,podľa tabuliek,Železnica,18.733864608,49.231167767,Štát,Žilinský kraj,Žilina,2.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,239,7146,M5980,11_239 Most MÚK A-3 v Žiline,1978,,3.0,158.5,,10.75,10.75,,,Uspokojivý,trámová,monolitický predpätý betón,23.0,51.0,86.0,podľa tabuliek,Miestna komunikácia,18.731729771,49.230077894,Štát,Žilinský kraj,Žilina,2.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,237A,8972,M2695,11_237A Most nad MK v Žiline,1978,,5.0,139.0,,10.75,10.75,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,23.0,51.0,86.0,podľa tabuliek,"Miestna komunikácia,  Miestna komunikácia",18.735476504,49.232509889,Štát,Žilinský kraj,Žilina,3.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,236A,8976,M4789,11_236A Most cez rieku Váh -ľavý v Žiline,1956,,3.0,119.1,,12.47,11.94,,,Veľmi dobrý,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,18.736604702,49.234413211,Štát,Žilinský kraj,Žilina,4.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,234A,9318,M6535,11_234A Most nad cestou II_507 v Budatíne,2004,,3.0,33.71,,10.55,10.55,,,Veľmi dobrý,dosková,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Cestná komunikácia",18.736034224,49.239254407,Štát,Žilinský kraj,Žilina,6.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,235A,9318,M6633,11_235A Most nad železnicou a MK v Budatíne,2004,,5.0,71.3,,11.75,11.75,,,Veľmi dobrý,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,18.737195512,49.238180707,Štát,Žilinský kraj,Žilina,6.0,4.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,11,233,2683,M3188,,1980,,1.0,13.55,,12.4,10.25,,,Dobrý,dosková,prefabrikovaný predpätý betón,48.0,94.0,300.0,porovnávací výpočet,"Vodný tok,  Vodný tok",18.750726831,49.257941389,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Žilina,11.0,4.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,237 1,2703,M5852,11_237.1 Most MÚK -estakáda v Žiline,2000,,5.0,146.42,,8.59,6.5,,,Dobrý,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Iná prekážka,18.729881598,49.229540447,Štát,Žilinský kraj,Žilina,13.0,999.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,11,239A1,7148,M328,11_239A1 Most MÚK A1 v Žiline,1978,,7.0,184.0,,6.55,6.55,,,Dobrý,trámová,monolitický predpätý betón,32.0,71.0,118.0,odhadom,Cestná komunikácia,18.727845772,49.228196419,Štát,Žilinský kraj,Žilina,15.0,999.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,2,8695,M1336,,1998,,3.0,122.76,,11.75,11.75,,,Bezchybný,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Údolie,18.809948426,49.431837679,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,6,8695,M1426,,1998,,5.0,118.48,,11.75,11.75,,,Bezchybný,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,18.819131635,49.425846092,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,001D,8695,M1893,,1998,,10.0,431.25,,11.75,11.75,,,Bezchybný,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,,18.799269331,49.436110838,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,8,8695,M2638,,1998,,1.0,7.55,,11.75,11.75,,,Bezchybný,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,18.834070074,49.42546853,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,3,8695,M4715,,1998,,7.0,208.22,,11.75,11.75,,,Bezchybný,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,18.813493888,49.430034261,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,4,8695,M4810,,1998,,6.0,84.46,,11.75,11.75,,,Bezchybný,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,18.814537327,49.428819112,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,5,8695,M4999,,1998,,4.0,54.56,,11.75,11.75,,,Bezchybný,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,,18.815139259,49.428127578,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,001A,8695,M6064,,2004,,10.0,327.89,,15.7,12.5,,,Bezchybný,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,18.792849834,49.439759142,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,001C,8695,M7120,,2004,,4.0,154.3,,10.92,9.2,,,Bezchybný,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,18.798300962,49.438650678,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,001B,8695,M7333,,2004,,6.0,199.7,,11.95,9.2,,,Bezchybný,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,18.796393617,49.439581635,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,7,8695,M876,,1998,,1.0,11.24,,11.75,11.75,,,Bezchybný,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,18.825850015,49.425687464,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,1.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,9,9330,M3135,,1998,,1.0,25.12,,11.75,11.75,,,Bezchybný,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,18.837763937,49.420354497,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,3.0,1.0
"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",cesta I. triedy,000011A,10,9330,M7038,,1998,,1.0,25.0,,11.75,11.75,,,Bezchybný,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,18.837702975,49.418799116,"Národná diaľničná spoločnosť, a.s.",Žilinský kraj,Čadca,3.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,2,27,M2321,12_002 Most cez bezmenný potok v obci Čierne,1870,,1.0,2.5,,7.5,7.5,,,Bezchybný,klenbová,kameň,40.0,104.0,336.0,odhadom,Vodný tok,18.82145775,49.491510548,Štát,Žilinský kraj,Čadca,1.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,1,27,M2678,12_001 Most cez Čerchlanov potok v obci Čierne,1870,,1.0,2.5,,7.2,7.2,,,Uspokojivý,klenbová,kameň,6.0,26.0,123.0,odhadom,Vodný tok,18.814390011,49.487587036,Štát,Žilinský kraj,Čadca,1.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,5,28,M5526,12_005 Most cez bezmenný potok v obci Čierne,1870,,2.0,14.0,,6.6,6.6,,,Veľmi zlý,klenbová,kameň,21.0,41.0,184.0,odhadom,Vodný tok,18.847524141,49.507758189,Štát,Žilinský kraj,Čadca,2.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,003A,28,M5954,12_003A Most cez potok Ondrašov a MK,2008,,0.0,107.0,,12.58,,,,Bezchybný,iná,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,"Vodný tok,  Miestna komunikácia",18.827778923,49.495592754,Štát,Žilinský kraj,Čadca,2.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,4,28,M620,12_004 Most cez bezmenný potok v obci Čierne,1870,,1.0,5.4,,6.9,6.9,,,Veľmi zlý,klenbová,kameň,22.0,56.0,385.0,podľa tabuliek,Vodný tok,18.842286777,49.50294143,Štát,Žilinský kraj,Čadca,2.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,6,29,M921,12_006 Most cez bezmenný potok v obci Skalité,1930,,1.0,2.5,,6.8,6.8,,,Dobrý,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,18.885221673,49.498833284,Štát,Žilinský kraj,Čadca,3.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,7,31,M6323,12_007 Most cez potok Vreščovka v obci Skalité,1968,,1.0,12.0,,9.0,6.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,20.0,60.0,100.0,podľa tabuliek,Vodný tok,18.907827191,49.492585859,Štát,Žilinský kraj,Čadca,4.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,8,31,M6595,12_008 Most cez potok Skaliťanka v obci Skalité,1967,,1.0,12.6,,9.0,6.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,20.0,62.0,207.0,odhadom,Vodný tok,18.91161033,49.49295713,Štát,Žilinský kraj,Čadca,4.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,12,9,31,M7006,12_009 Most cez bezmenný potok v obci skalité,1932,,1.0,3.0,,7.0,6.2,,,Uspokojivý,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,18.934364533,49.497401125,Štát,Žilinský kraj,Čadca,4.0,1.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,13,1,1409,M3939,13_001 most cez odvodňovací kanál Čalovo - Medveďov,1967,,1.0,12.5,,9.5,8.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,22.0,32.0,120.0,porovnávací výpočet,Kanál,17.728010122,47.842523526,Štát,Trnavský kraj,Dunajská Streda,3.0,3.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,13,2,1409,M7017,13_002 Most cez odvodňovací kanál Čalovo - Medveďov,1967,,1.0,13.2,,9.5,8.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,28.0,52.0,172.0,porovnávací výpočet,Kanál,17.717921613,47.838678697,Štát,Trnavský kraj,Dunajská Streda,3.0,3.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,13,3,1431,M4067,13_003 Most cez odvodňovací kanál Čalovo - Medveďov,1967,,1.0,26.0,,9.5,8.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,34.0,53.0,95.0,porovnávací výpočet,Kanál,17.695931305,47.826754769,Štát,Trnavský kraj,Dunajská Streda,4.0,3.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,13,4,1431,M5840,13_004 Most cez odvodňovací kanál Čalovo - Medveďov,1967,,1.0,24.6,,9.5,8.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,22.0,40.0,80.0,porovnávací výpočet,Kanál,17.679539477,47.815893753,Štát,Trnavský kraj,Dunajská Streda,4.0,3.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,13,6,1430,M3740,13_006 Most cez rameno Dunaja za obcou Medveďov,1962,,1.0,98.55,,8.72,7.5,,,Dobrý,trámová,oceľ -  plnostenná,26.0,65.0,332.0,porovnávací výpočet,Vodný tok,17.654940219,47.79702873,Štát,Trnavský kraj,Dunajská Streda,6.0,3.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,13,7,1430,M3602,13_007 Hraničný most MR_SR cez Dunaj v Medveďove,1993,,3.0,180.5,,8.7,7.5,,,Veľmi dobrý,priehradová,oceľ -  plnostenná,28.0,80.0,222.0,porovnávací výpočet,Vodný tok,17.651966183,47.793962318,Štát,Trnavský kraj,Dunajská Streda,6.0,3.0
Slovenská správa ciest - IVSC Bratislava,cesta I. triedy,13,5,1430,M6816,13_005 Most nad cestou II/506 v k.ú. obce Medveďov,1942,,3.0,22.1,,8.0,8.0,,,Uspokojivý,trámová,monolitický železobetón,22.0,48.0,80.0,projektovaná,Cestná komunikácia,17.657148288,47.799349661,Štát,Trnavský kraj,Dunajská Streda,6.0,3.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,14,4,2859,M2220,14_004 Most cez potok Bystrica v obci Dolný Harmanec,1968,,1.0,9.15,,10.5,8.0,,,Uspokojivý,dosková,prefabrikovaný železobetón,43.0,93.0,250.0,podľa tabuliek,Vodný tok,19.05277735,48.809514525,Štát,Banskobystrický kraj,Banská Bystrica,1.0,1.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,14,9,2859,M2235,14_009 Most cez potok Bystrica za obcou Harmanec,1968,,1.0,4.0,,10.7,9.7,,,Uspokojivý,dosková,prefabrikovaný železobetón,36.0,83.0,272.0,podľa tabuliek,Vodný tok,19.019604431,48.821873609,Štát,Banskobystrický kraj,Banská Bystrica,1.0,1.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,14,7,2859,M2847,14_007 Most cez potok Bystrica v obci Harmanec,1968,,1.0,9.15,,9.05,8.05,,,Uspokojivý,dosková,prefabrikovaný železobetón,79.0,110.0,348.0,podľa tabuliek,Vodný tok,19.035185369,48.821036493,Štát,Banskobystrický kraj,Banská Bystrica,1.0,1.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,14,8,2859,M3458,14_008 Most cez potok Bystrica nad Harmaneckou jaskyňou,1968,,1.0,7.1,,9.23,8.23,,,Uspokojivý,dosková,prefabrikovaný železobetón,36.0,93.0,291.0,podľa tabuliek,Vodný tok,19.034000582,48.821575411,Štát,Banskobystrický kraj,Banská Bystrica,1.0,1.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,14,3,2859,M3702,14_003 Most cez Bystrický potok pri obci Harmanec,1968,,1.0,8.0,,11.0,8.0,,,Uspokojivý,dosková,prefabrikovaný železobetón,30.0,56.0,164.0,podľa tabuliek,Vodný tok,19.055879679,48.806580667,Štát,Banskobystrický kraj,Banská Bystrica,1.0,1.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,14,5,2859,M583,14_005 Most cez potok Bystrica v obci Dolný Harmanec,1968,,1.0,10.4,,11.0,8.0,,,Dobrý,dosková,prefabrikovaný železobetón,32.0,60.0,330.0,odhadom,Vodný tok,19.051023066,48.811168946,Štát,Banskobystrický kraj,Banská Bystrica,1.0,1.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,14,6,2859,M6240,14_006 Most cez Čierny potok v obci Harmanec,1968,,1.0,7.0,,9.05,8.05,,,Uspokojivý,dosková,prefabrikovaný železobetón,31.0,76.0,232.0,podľa tabuliek,Vodný tok,19.035708124,48.820966841,Štát,Banskobystrický kraj,Banská Bystrica,1.0,1.0
Slovenská správa ciest - IVSC Banská Bystrica,cesta I. triedy,14,1,2859,M7408,,1968,,1.0,8.0,,11.5,9.0,,,Uspokojivý,dosková,prefabrikovaný železobetón,37.0,79.0,230.0,podľa tabuliek,Vodný tok,19.103212523,48.78974179,Štát,Banskobystrický kraj,Banská Bystrica,1.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,14,15,6452,M1679,14_015 Most cez potok Žarnovica,1956,,1.0,6.8,,9.9,8.1,,,Uspokojivý,dosková,prefabrikovaný železobetón,32.0,73.0,236.0,podľa tabuliek,Vodný tok,18.946203738,48.842662452,Štát,Žilinský kraj,Turčianské Teplice,2.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,14,13,6452,M5089,14_013 Most cez potok Žarnovica,1956,,1.0,2.8,,9.5,8.0,,,Uspokojivý,dosková,monolitický železobetón,21.0,54.0,280.0,odhadom,Vodný tok,18.995329084,48.834179003,Štát,Žilinský kraj,Turčianské Teplice,2.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,14,16,2427,M3870,14_016 Most cez potok Žarnovica,1951,,1.0,5.8,,8.6,7.5,,,Dobrý,klenbová,monolitický prostý betón,28.0,56.0,224.0,odhadom,Vodný tok,18.932656728,48.844412577,Štát,Žilinský kraj,Turčianské Teplice,3.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,14,17,2426,M5103,14_017 Most cez potok Žarnovica,1966,,1.0,9.55,,9.7,8.0,,,Uspokojivý,dosková,prefabrikovaný železobetón,41.0,84.0,228.0,podľa tabuliek,Vodný tok,18.923924821,48.841820429,Štát,Žilinský kraj,Turčianské Teplice,4.0,1.0
Slovenská správa ciest - IVSC Žilina,cesta I. triedy,14,18,2426,M7361,14_018 Most cez potok Žarnovica,1968,,1.0,7.9,,9.5,8.0,,,Dobrý,dosková,prefabrikovaný predpätý betón,30.0,62.0,170.0,odhadom,Vodný tok,18.879446646,48.838049612,Štát,Žilinský kraj,Turčianské Teplice,4.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,000A,6256,M467,"15_000A Most cez miestny potok, k.ú. Vranov nad Topľou",1981,,1.0,9.0,,11.5,11.5,,,Dobrý,dosková,prefabrikovaný predpätý betón,48.0,93.0,351.0,podľa tabuliek,Vodný tok,21.716987376,48.869046804,Štát,Prešovský kraj,Vranov nad Topľou,1.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,2,6255,M1526,15_002 most cez miestny potok v obci Sedliská,1937,,1.0,7.0,,7.5,7.0,,,Zlý,dosková,monolitický železobetón,17.0,39.0,154.0,odhadom,Vodný tok,21.723167019,48.903846665,Štát,Prešovský kraj,Vranov nad Topľou,2.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,1,6255,M6625,15_001 Most cez bezmenný potok v obci Majerovce,1929,,1.0,4.85,,8.2,7.2,,,Uspokojivý,dosková,monolitický železobetón,18.0,35.0,178.0,porovnávací výpočet,Vodný tok,21.714226149,48.891921874,Štát,Prešovský kraj,Vranov nad Topľou,2.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,5,6246,M4619,15_005 Most cez kanál v obci Podčičva,1932,,1.0,4.15,,10.1,8.0,,,Dobrý,dosková,monolitický železobetón,16.0,17.0,124.0,odhadom,Kanál,21.739788056,48.912813039,Štát,Prešovský kraj,Vranov nad Topľou,3.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,4,6246,M5938,15_004 Most cez kanál v obci Sedliská,1930,,1.0,2.2,,8.14,7.6,,,Veľmi zlý,dosková,monolitický železobetón,18.0,36.0,196.0,porovnávací výpočet,Kanál,21.729849696,48.906922716,Štát,Prešovský kraj,Vranov nad Topľou,3.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,6,9405,M3495,15_006 Most cez miestny potok v obci Benkovce,1948,,1.0,4.0,,8.5,7.9,,,Uspokojivý,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,21.710166324,48.949391233,Štát,Prešovský kraj,Vranov nad Topľou,4.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,7,6197,M1723,15_007 MOst cez rieku Ondava pred obcou Malá Domaša,1966,,2.0,42.45,,11.0,8.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,26.0,60.0,137.0,odhadom,Vodný tok,21.706509308,48.967203132,Štát,Prešovský kraj,Vranov nad Topľou,5.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,8,9406,M4041,,1966,,1.0,4.3,,7.5,,,,Dobrý,rámová,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Záplavové územie,21.704297123,49.045850365,Štát,Prešovský kraj,Vranov nad Topľou,9.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,9,6163,M3109,15_009 Most cez potok Mrazovčík za obcou Turany nad Ondavou,1949,,1.0,4.5,,9.65,8.05,,,Dobrý,dosková,monolitický železobetón,22.0,30.0,212.0,podľa tabuliek,Vodný tok,21.651586179,49.108988042,Štát,Prešovský kraj,Stropkov,11.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,10,5872,M4071,15_010 Most cez potok Jablonovec pred obcou Miňovce,1940,,1.0,5.7,,9.8,8.0,,,Dobrý,dosková,monolitický železobetón,26.0,31.0,150.0,podľa tabuliek,Vodný tok,21.650807273,49.120330664,Štát,Prešovský kraj,Stropkov,12.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,11,5827,M1414,15_011 Most cez potok Stavlinec v obci Miňovce,1957,,1.0,5.4,,9.7,7.5,,,Dobrý,dosková,monolitický železobetón,26.0,46.0,239.0,podľa tabuliek,Vodný tok,21.651568336,49.136043662,Štát,Prešovský kraj,Stropkov,13.0,1.0
"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",cesta I. triedy,15,1,5827,M251,,1968,,3.0,60.05,,9.0,6.5,,,Dobrý,trámová,prefabrikovaný predpätý betón,39.0,81.0,117.0,porovnávací výpočet,Vodný tok,21.651563216,49.144058129,Prešovský samosprávny kraj,Prešovský kraj,Stropkov,13.0,1.0
Slovenská správa ciest - IVSC Košice,cesta I. triedy,15,12,63268,M2950,15_012 Most cez potok Brusníčka pred obcou Breznica,1960,,1.0,16.0,,8.9,7.3,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,28.0,56.0,132.0,odhadom,Vodný tok,21.656187838,49.14794609,Štát,Prešovský kraj,Stropkov,14.0,1.0
