ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M99,cesta I. triedy,11,Dilatačný celok,Estakáda v Krásne nad Kysucou,M99.01,216,49.399699126,18.841030714,404.46875,dosková,prefabrikovaný predpätý betón,26,64,157,podľa tabuliek,Cestná komunikácia,1983,Nezistený,8,321.88,Nezistený,13.36,11.5,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A03302,2613A25702,2119,32,420.964,15.298,111,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M7227,cesta I. triedy,11,Dilatačný celok,Most ponad úbočnicovú strž v Krásne nad Kysucou,M7227.01,217,49.390312114,18.837550905,424.873749,dosková,prefabrikovaný predpätý betón,26,64,157,podľa tabuliek,Miestna komunikácia,1983,Nezistený,3,86.7,Nezistený,12.87,11.5,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A03302,2613A25702,2119,1245,422.128,16.511,111,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M5617,cesta I. triedy,11,Dilatačný celok,Predĺženie klenbového mosta v Krásne nad Kysucou,M5617.01,218,49.380274885,18.841241127,401.225,dosková,monolitický železobetón,19,48,118,projektovaná,Vodný tok,1984,Nezistený,1,3.7,Nezistený,41.6,33,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A25702,2631B00100,194493,108,423.342,17.707,112,Žilina,5,5,5,5,5,5,5,5,5,5,5,3,3.0
M2023,cesta I. triedy,11,Dilatačný celok,Podchod pre peších v Krásne nad Kysucou,M2023.01,219,49.376387372,18.840958842,385.695,klenbová,oceľ -  plnostenná,34,80,196,podľa tabuliek,Miestna komunikácia,1984,Nezistený,1,4.02,Nezistený,13,13,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A25702,2631B00100,194493,543,423.806,18.142,112,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M2241,cesta I. triedy,11,Dilatačný celok,"Most cez potok ""U Blažkov""v Krásne nad Kysucou",M2241.01,220,49.374734822,18.840469287,382.9355,trámová,prefabrikovaný predpätý betón,26,64,157,projektovaná,Vodný tok,1984,Nezistený,1,6.76,Nezistený,12.5,11.5,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A25702,2631B00100,194493,730,423.993,18.329,112,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M3378,cesta I. triedy,11,Dilatačný celok,"Most cez potok ""U Drozdov"" v Krásne nad Kysucou",M3378.01,221,49.36604809,18.833522312,379.70625,trámová,prefabrikovaný železobetón,26,64,157,projektovaná,Vodný tok,1984,Nezistený,1,8.26,Nezistený,11.5,11.5,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A25702,2631B00100,194493,1831,425.061,19.43,112,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M1392,cesta I. triedy,11,Dilatačný celok,Most cez bezmenný potok v Kysuckom Lieskovci,M1392.01,226,49.344276524,18.810024818,369.171,dosková,prefabrikovaný železobetón,20,64,157,podľa tabuliek,Vodný tok,1971,Nezistený,1,4,Nezistený,11.5,10.5,Nezistený,Nezistený,NDS,NDS - SSUR CA,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A07302,2631A00501,2130,967,428.553,22.87,115,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M7332,cesta I. triedy,11,Dilatačný celok,11_227 Most cez potok Lodnianka v Kysuckom Lieskovci,M7332.01,227,49.334585861,18.808000211,365.5365,dosková,prefabrikovaný železobetón,40,100,255,odhadom,Vodný tok,1971,Nezistený,1,8,Nezistený,12.25,10.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A00602,2631A27600,345556,696,429.582,23.957,119,Žilina,3,3,3,3,3,4,4,4,4,5,5,5,3.0
M115,cesta I. triedy,11,Dilatačný celok,11_228 Most cez Povinský potok v obci Povina,M115.01,228,49.314030217,18.803998092,359.630999,dosková,prefabrikovaný železobetón,36,84,216,podľa tabuliek,Vodný tok,1971,Nezistený,1,9.12,10.715,14.5,10.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A27800,2631A00800,327906,8,431.991,26.332,122,Žilina,4,4,1,1,1,1,1,1,1,1,1,1,1.0
M349,cesta I. triedy,11,Dilatačný celok,11_229 Most cez Vadičovský potok v obci Radoľa,M349.01,229,49.297463683,18.789231459,347.1045,dosková,prefabrikovaný predpätý betón,15,25,101,odhadom,Vodný tok,1971,Nezistený,1,15.4,Nezistený,12.25,10.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Kysucké Nové Mesto,oba smery trasy CK,lúč,2631A00901,2631A00905,327896,31,434.153,28.476,128,Žilina,4,4,5,5,5,5,5,5,5,5,6,6,4.0
M309,cesta I. triedy,11,Dilatačný celok,11_230 Most cez potok Snežnica v obci Oškerda,M309.01,230,49.276479973,18.763207295,345.379,dosková,prefabrikovaný predpätý betón,32,80,196,porovnávací výpočet,Vodný tok,1988,Nezistený,1,10.84,Nezistený,12.92,11.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A21100,2631B00300,327839,7,437.176,31.541,138,Žilina,3,3,3,3,3,4,4,4,4,4,4,4,4.0
M4326,cesta I. triedy,11,Dilatačný celok,Most nad železnicou pred obcou Brodno,M4326.01,232,49.268084431,18.753143306,352.018249,trámová,prefabrikovaný predpätý betón,25,75,229,podľa tabuliek,Železnica,1967,Nezistený,3,59.9,Nezistený,13.5,11,Nezistený,Nezistený,NDS,NDS - SSUR CA,Žilina,oba smery trasy CK,medzikrižovatkový,2631B00500,2631A41300,8633,453,438.496,32.876,141,Žilina,5,5,5,5,5,5,5,5,4,4,4,4,5.0
M3188,cesta I. triedy,11,Dilatačný celok,Most cez Brodňanský potok,M3188.01,233,49.257941389,18.750726831,336.223937988281,dosková,prefabrikovaný predpätý betón,48,94,300,porovnávací výpočet,"Vodný tok,  Vodný tok",1980,Nezistený,1,13.55,Nezistený,12.4,10.25,Nezistený,Nezistený,NDS,NDS - SSUR CA,Žilina,v smere trasy CK,medzikrižovatkový,2631A02900,2631A01710,2681,481,439.527,33.906,143,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M7225,cesta I. triedy,11,Dilatačný celok,Most cez Makovský potok,M7225.01,234,49.243430786,18.740323462,332.293975830078,dosková,prefabrikovaný železobetón,30,65,90,porovnávací výpočet,"Vodný tok,  Vodný tok",1980,Nezistený,1,5.26,Nezistený,12.4,10.25,Nezistený,Nezistený,NDS,NDS - SSUR CA,Žilina,v smere trasy CK,medzikrižovatkový,2631A01714,2631B00401,874724,381,441.245,35.62,154,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M6535,cesta I. triedy,11,Dilatačný celok,11_234A Most nad cestou II_507 v Budatíne,M6535.01,234A,49.239254407,18.736034224,337.48075,dosková,oceľ -  plnostenná,32,80,196,projektovaná,"Cestná komunikácia,  Cestná komunikácia",2004,Nezistený,3,33.71,Nezistený,10.55,10.55,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,v smere trasy CK,lúč,2631A00301,2631A00302,8456,81,441.799,36.174,156,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2.0
M4757,cesta I. triedy,11,Dilatačný celok,11_235 Most nad železnicou a MK v obci Budatín,M4757.01,235,49.238094513,18.737078985,339.9465,trámová,monolitický predpätý betón,32,80,196,projektovaná,Železnica,1962,Nezistený,5,63.8,Nezistený,11.75,11.75,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,v smere trasy CK,medzikrižovatkový,2631A00302,2631A00401,9319,19,441.938,36.313,163,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,3.0
M6633,cesta I. triedy,11,Dilatačný celok,11_235A Most nad železnicou a MK v Budatíne,M6633.01,235A,49.238180707,18.737195512,340.247749,trámová,monolitický predpätý betón,32,80,196,projektovaná,Železnica,2004,Nezistený,5,71.3,Nezistený,11.75,11.75,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,proti smeru trasy CK,medzikrižovatkový,2631A00403,2631A00307,9318,147,441.994,36.372,176,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,3.0
M4627,cesta I. triedy,11,Dilatačný celok,11_236 Most cez rieku Váh -pravý v Žiline,M4627.01,236,49.234442568,18.736449746,334.31925,trámová,monolitický predpätý betón,32,80,196,projektovaná,Vodný tok,2000,Nezistený,3,132.83,Nezistený,13.5,11.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,v smere trasy CK,medzikrižovatkový,2631A00411,2631A06101,458106,13,442.339,36.714,173,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2.0
M4789,cesta I. triedy,11,Dilatačný celok,11_236A Most cez rieku Váh -ľavý v Žiline,M4789.01,236A,49.234413211,18.736604702,334.580249,trámová,monolitický železobetón,32,80,196,projektovaná,Vodný tok,1956,Nezistený,3,119.1,Nezistený,12.47,11.94,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,proti smeru trasy CK,medzikrižovatkový,2631A06104,2631A00402,8976,0,442.465,36.843,174,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2.0
M6437,cesta I. triedy,60,Dilatačný celok,11_237 Most -MÚK -estakáda nad železnicou v Žiline,M6437.01,237,49.230043295,18.731408921,334.343811035156,trámová,monolitický predpätý betón,32,80,196,projektovaná,"Cestná komunikácia,  Cestná komunikácia",2000,Nezistený,1,1007.76,Nezistený,8.59,6.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,v smere trasy CK,lúč,2631A06102,2631A06109,8971,3,5.788,6.005,93,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M5852,cesta I. triedy,60,Dilatačný celok,11_237.1 Most MÚK -estakáda v Žiline,M5852.01,237 1,49.229540447,18.729881598,339.5255,trámová,monolitický predpätý betón,32,80,196,projektovaná,Iná prekážka,2000,Nezistený,5,146.42,Nezistený,8.59,6.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,"neaplikovateľný, nepoužiteľný",vetva,2631A00101,2631A00105,2703,0,Nezistený,Nezistený,112,Žilina,3,3,3,3,3,2,2,2,2,2,2,2,2.0
M2695,cesta I. triedy,60,Dilatačný celok,11_237A Most nad MK v Žiline,M2695.01,237A,49.23251,18.73548,335.242126464844,trámová,monolitický predpätý betón,23,51,86,podľa tabuliek,"Miestna komunikácia,  Miestna komunikácia",1978,Nezistený,5,139,Nezistený,10.75,10.75,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,proti smeru trasy CK,medzikrižovatkový,2631A00108,2631A06103,454822,311,5.922,6.126,113,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M5802,cesta I. triedy,60,Dilatačný celok,11_238 Most nad železnicou v Žiline,M5802.01,238,49.231167767,18.733864608,342.527,trámová,prefabrikovaný predpätý betón,23,51,86,podľa tabuliek,Železnica,1978,Nezistený,4,236,Nezistený,10.75,10.75,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,proti smeru trasy CK,medzikrižovatkový,2631A00108,2631A06103,454822,74,6.159,6.363,113,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M5980,cesta I. triedy,60,Dilatačný celok,11_239 Most MÚK A-3 v Žiline,M5980.01,239,49.230077894,18.731729771,341.65975,trámová,monolitický predpätý betón,23,51,86,podľa tabuliek,Miestna komunikácia,1978,Nezistený,3,158.5,Nezistený,10.75,10.75,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,"neaplikovateľný, nepoužiteľný",vetva,2631A00104,2631A00108,7146,142,Nezistený,Nezistený,106,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M1887,cesta I. triedy,60,Dilatačný celok,11_239A Most nad železnicou Žilina-Rajec v Žiline,M1887.01,239A,49.229149676,18.729881471,341.283249,trámová,monolitický predpätý betón,19,42,71,podľa tabuliek,Železnica,1978,Nezistený,6,186,Nezistený,10.75,10.75,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,"neaplikovateľný, nepoužiteľný",vetva,2631A00104,2631A00108,7146,0,Nezistený,Nezistený,106,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M328,cesta I. triedy,60,Dilatačný celok,11_239A1 Most MÚK A1 v Žiline,M328.01,239A1,49.228196419,18.727845772,339.78475,trámová,monolitický predpätý betón,32,71,118,odhadom,Cestná komunikácia,1978,Nezistený,7,184,Nezistený,6.55,6.55,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,"neaplikovateľný, nepoužiteľný",vetva,2631A00103,2631A00104,7148,112,Nezistený,Nezistený,104,Žilina,3,3,3,3,3,4,4,4,4,4,4,4,4.0
M6257,cesta I. triedy,60,Dilatačný celok,11_240 Most MÚK A-5 v Žiline,M6257.01,240,49.227990748,18.728419393,341.562749,trámová,monolitický predpätý betón,23,51,86,podľa tabuliek,Cestná komunikácia,1978,Nezistený,5,158.5,Nezistený,10.75,10.75,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Žilina,"neaplikovateľný, nepoužiteľný",vetva,2631A00107,2631A00104,7145,72,Nezistený,Nezistený,107,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M6064,cesta I. triedy,11,Dilatačný celok,Most na privádzači Čadca,M6064.01,001A,49.439759142,18.792849834,426.30375,trámová,monolitický predpätý betón,32,80,196,projektovaná,Vodný tok,2004,Nezistený,10,327.89,Nezistený,15.7,12.5,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A03900,2613A38500,8695,79,413.514,7.804,54,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M7333,cesta I. triedy,11a,Dilatačný celok,Most na vetve križovatky Čadca - Žilina,M7333.01,001B,49.439581635,18.796393617,424.910749,trámová,monolitický predpätý betón,32,80,196,projektovaná,Železnica,2004,Nezistený,6,199.7,Nezistený,11.95,9.2,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,"neaplikovateľný, nepoužiteľný",vetva,2613A41103,2613A41101,1220371,57,Nezistený,Nezistený,3,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M7120,cesta I. triedy,11a,Dilatačný celok,Most nad Bukovským potokom,M7120.01,001C,49.438650678,18.798300962,418.577,trámová,monolitický predpätý betón,32,80,196,projektovaná,Vodný tok,2004,Nezistený,4,154.3,Nezistený,10.92,9.2,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,v smere trasy CK,lúč,2613A41101,2613A41104,1220361,0,414.721,0.077,2,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M1893,cesta I. triedy,11a,Dilatačný celok,Most pri Kysuci,M1893.01,001D,49.436110838,18.799269331,421.01575,trámová,monolitický predpätý betón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,431.25,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,v smere trasy CK,lúč,2613A41101,2613A41104,1220361,68,414.789,0.145,2,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M1336,cesta I. triedy,11a,Dilatačný celok,Most nad údolím u Klimka,M1336.01,2,49.431837679,18.809948426,451.11,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Údolie,1998,Nezistený,0,122.76,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,1040,415.864,1.296,5,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M4715,cesta I. triedy,11a,Dilatačný celok,Most nad údolím,M4715.01,3,49.430034261,18.813493888,436.88975,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,208.22,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,1328,416.152,1.584,5,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M4810,cesta I. triedy,11a,Dilatačný celok,Most - poloestakáda,M4810.01,4,49.428819112,18.814537327,428.804962158203,trámová,prefabrikovaný železobetón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,84.46,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,1556,416.438,1.812,5,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M4999,cesta I. triedy,11a,Dilatačný celok,Most cez údolie,M4999.01,5,49.428127578,18.815139259,429.142999,trámová,monolitický železobetón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,54.56,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,1672,416.554,1.928,5,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M1426,cesta I. triedy,11a,Dilatačný celok,Most nad zosuvom,M1426.01,6,49.425846092,18.819131635,429.917,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,118.48,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,2020,416.906,2.276,5,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M876,cesta I. triedy,11a,Dilatačný celok,Most nad miestnou komunikáciou,M876.01,7,49.425687464,18.825850015,410.12725,trámová,prefabrikovaný železobetón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,11.24,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,2572,417.441,2.828,5,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M2638,cesta I. triedy,11a,Dilatačný celok,Most nad bezmenným potokom,M2638.01,8,49.42546853,18.834070074,406.971,trámová,prefabrikovaný železobetón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,7.55,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,3186,418.073,3.442,5,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M3135,cesta I. triedy,11a,Dilatačný celok,Most nad potokom Oščadnica,M3135.01,9,49.420354497,18.837763937,402.837499,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,25.12,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A00700,2613A04200,9330,131,418.776,4.097,10,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M7038,cesta I. triedy,11a,Dilatačný celok,Most nad miestnou komunikáciou,M7038.01,10,49.418799116,18.837702975,406.36925,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Nezistený,1998,Nezistený,0,25,Nezistený,11.75,11.75,Nezistený,Nezistený,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A00700,2613A04200,9330,305,418.95,4.271,10,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M2321,cesta I. triedy,12,Dilatačný celok,12_002 Most cez bezmenný potok v obci Čierne,M2321.01,2,49.491510548,18.82145775,460.574999,klenbová,oceľ -  plnostenná,32,80,196,projektovaná,Vodný tok,2012,LM1,1,2.317,Nezistený,9.499,9.107,24.27,24.352,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A09700,2613A42500,194220,341,2.705,2.647,8,Žilina,5,1,1,1,1,1,1,1,1,1,1,1,1.0
M5954,cesta I. triedy,12,Dilatačný celok,12_003A Most cez potok Ondrašov a MK,M5954.01,003A,49.495592754,18.827778923,464.53955078125,iná,monolitický predpätý betón,32,80,196,projektovaná,"Vodný tok,  Miestna komunikácia",2008,Nezistený,0,107,Nezistený,12.58,Nezistený,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A09900,2613A10000,194222,26,3.272,3.238,11,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,4.0
M620,cesta I. triedy,12,Dilatačný celok,12_004 Most cez bezmenný potok a MK v obci Čierne,M620.01,4,49.50294143,18.842286777,480.489499,klenbová,kameň,20,47,80,Nezistený,"Vodný tok,  Miestna komunikácia",1870,K-STNU,1,4.79,Nezistený,6.85,6.85,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A10000,2613A10100,194223,1303,4.88,4.667,12,Žilina,4,6,3,3,3,3,3,3,3,3,3,3,3.0
M5526,cesta I. triedy,12,Dilatačný celok,12_005 Most cez Stankovský potok a MK v obci Čierne,M5526.01,5,49.507758189,18.847524141,479.39075,klenbová,kameň,30,57,120,Nezistený,"Vodný tok,  Miestna komunikácia",1870,Nezistený,2,12.995,Nezistený,6.5,6.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A42302,2613A03501,1377705,188,5.509,5.301,16,Žilina,5,6,3,3,3,3,3,3,3,3,3,3,3.0
M921,cesta I. triedy,12,Dilatačný celok,12_006 Most cez bezmenný potok v obci Skalité,M921.01,6,49.498833284,18.885221673,514.72,dosková,monolitický železobetón,13,40,350,podľa tabuliek,Vodný tok,1930,Nezistený,1,2.5,Nezistený,6.8,6.8,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A11700,2613A11800,194240,50,8.816,8.609,35,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M6323,cesta I. triedy,12,Dilatačný celok,12_007 Most cez potok Vreščovka v obci Skalité,M6323.01,7,49.492585859,18.907827191,536.091,dosková,prefabrikovaný predpätý betón,20,60,100,podľa tabuliek,Vodný tok,1968,Nezistený,1,12,Nezistený,9,6.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A42100,2613A12700,1377698,8,10.838,10.592,47,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,6.0
M6595,cesta I. triedy,12,Dilatačný celok,12_008 Most cez potok Skaliťanka v obci Skalité,M6595.01,8,49.49295713,18.91161033,539.80375,dosková,prefabrikovaný predpätý betón,20,62,207,odhadom,Vodný tok,1967,Nezistený,1,12.6,Nezistený,9,6.5,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A12700,2613A12900,194250,212,11.118,10.872,48,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,6.0
M7006,cesta I. triedy,12,Dilatačný celok,12_009 Most cez bezmenný potok v obci skalité,M7006.01,9,49.497401125,18.934364533,577.599,dosková,monolitický železobetón,13,40,350,podľa tabuliek,Vodný tok,1932,Nezistený,1,3,Nezistený,7,6.2,Nezistený,Nezistený,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A42000,2613A13500,1377697,91,12.947,12.712,55,Žilina,4,4,4,4,4,4,4,4,4,5,5,5,5.0
M3939,cesta I. triedy,13,Dilatačný celok,13_001 most cez odvodňovací kanál Čalovo - Medveďov,M3939.01,1,47.842523526,17.728010122,127.964999,dosková,prefabrikovaný železobetón,22,32,120,porovnávací výpočet,Kanál,1967,Nezistený,1,12.5,Nezistený,9.5,8.5,Nezistený,Nezistený,STAT,SSC - IVSC BA,Dunajská Streda,oba smery trasy CK,medzikrižovatkový,4532A01900,4532A17700,1409,643,3.335,3.265,13,Trnava,4,4,4,4,4,4,4,4,6,6,6,6,6.0
