Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Usek,Poc. Uzol,Konc. Uzol,Usekove stanicenie zac. objektu,Kumul. stanicenie zaciatku objektu,LongitudeE,LatitudeN,VyskaH,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Ev. dlzka useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie
cesta I. triedy,2,13,M3988,Most na výstupnej vetve pravobrež.križovatky Prístavného mosta,,1983.0,,,7.0,231.07,,9.0,9.0,,,Bezchybný,8607.0,4424A00513,4424A00501,0,86049.0,17.134619356,48.131135978,0.0,231.07,trámová,monolitický predpätý betón,27.0,68.0,222.0,projektovaná,"Účelová komunikácia,  Účelová komunikácia,  Účelová komunikácia,  Účelová komunikácia",1.0,lúč,18.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,11.0,49.0
cesta I. triedy,2,11,M2013,Most na zostupnej vetve Prístavný most - Einsteinova ul.,,1984.0,,,10.0,339.63,,9.0,9.0,,,Dobrý,8601.0,4424A00509,4424A00514,0,86469.0,17.131308248,48.131462445,0.0,339.63,trámová,monolitický predpätý betón,32.0,82.0,196.0,,"Záplavové územie,  Záplavové územie,  Záplavové územie",2.0,lúč,268.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,12.0,0.0
cesta I. triedy,2,48,M7229,,,1985.0,,,4.0,108.95,,11.5,10.5,,,Dobrý,7598.0,4424A02801,4424A02802,141,86631.0,17.129935117,48.127563995,184.274749,108.95,trámová,prefabrikovaný predpätý betón,32.0,129.0,266.0,porovnávací výpočet,Miestna komunikácia,1.0,lúč,325.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,13.0,2.0
cesta I. triedy,2,50,M1841,,,1985.0,,,4.0,107.96,,11.5,10.5,,,Dobrý,7226.0,4424A02401,4424A02402,317,88573.0,17.128560492,48.112056877,186.91375,107.96,trámová,prefabrikovaný predpätý betón,31.0,124.0,251.0,porovnávací výpočet,Miestna komunikácia,1.0,lúč,618.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,13.0,19.0
cesta I. triedy,2,49,M5333,,,1985.0,,,1.0,5.61,,10.2,10.2,,,Veľmi zlý,52450.0,4424A52304,4424A02809,224,86904.0,17.131040629,48.125990691,0.0,5.61,rámová,monolitický železobetón,41.0,82.0,336.0,podľa tabuliek,"Miestna komunikácia,  Miestna komunikácia",2.0,medzikrižovatkový,290.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,14.0,5.0
cesta I. triedy,2,47,M6994,,,1985.0,,,1.0,5.61,,12.0,10.2,,,Zlý,9442.0,4424A02804,4424A02806,99,86533.0,17.130055519,48.12925187,0.0,5.61,trámová,prefabrikovaný železobetón,28.0,57.0,57.0,porovnávací výpočet,"Miestna komunikácia,  Miestna komunikácia",2.0,lúč,110.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,14.0,8.0
cesta I. triedy,2,51,M7651,,,1985.0,,,1.0,4.38,,21.5,21.5,,,Dobrý,433880.0,4424A02405,4424A17800,73,88995.0,17.126073674,48.109148631,180.87175,4.38,trámová,prefabrikovaný železobetón,53.0,89.0,428.0,,Miestna komunikácia,0.0,medzikrižovatkový,1079.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,15.0,1.0
cesta I. triedy,2,52,M626,,,1983.0,,,1.0,37.99,,21.5,20.5,,,Uspokojivý,425467.0,4424A17800,4424A02201,49,90050.0,17.121223223,48.100213801,181.89625,37.99,trámová,prefabrikovaný predpätý betón,37.0,166.0,270.0,porovnávací výpočet,Kanál,0.0,medzikrižovatkový,187.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,15.0,2.0
cesta I. triedy,2,53,M4655,,,1984.0,,,3.0,41.66,,22.5,22.5,,,Dobrý,425467.0,4424A17800,4424A02201,145,90146.0,17.121154224,48.099330476,183.316,41.66,dosková,prefabrikovaný predpätý betón,19.0,42.0,100.0,porovnávací výpočet,Miestna komunikácia,0.0,medzikrižovatkový,187.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,15.0,2.0
cesta I. triedy,2,54,M7468,,,1986.0,,,1.0,5.61,,23.9,10.4,,,Veľmi zlý,7616.0,4424A02202,4424A18800,164,90485.0,17.120931869,48.096426792,179.405499,5.61,trámová,prefabrikovaný železobetón,29.0,60.0,0.0,podľa tabuliek,Miestna komunikácia,0.0,medzikrižovatkový,199.0,BA,MAG BA,MAG BA,Bratislavský kraj,Bratislava V,15.0,16.0
cesta I. triedy,11,200,M6499,Most cez bezmenný potok vo Svrčinovci,,1953.0,,,1.0,5.0,,12.0,12.0,,,Uspokojivý,194662.0,2613A37200,2613B00300,288,1204.0,18.781324783,49.491615851,451.880999,5.0,dosková,monolitický železobetón,12.0,29.0,187.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1095.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0
cesta I. triedy,11,202,M2061,11_202 Most cez rieku Čerňanka v k.ú. obce Svrčinovec,,1931.0,,,1.0,32.0,,6.5,6.5,,,Veľmi dobrý,194666.0,2613A37600,2613A37700,57,2827.0,18.794048493,49.479899075,430.79575,32.0,oblúková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,105.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,6.0
cesta I. triedy,11,203,M3917,"11_203 Most cez potok Čadečka, Čadca, osada Podzávod",,1951.0,,,1.0,13.4,,11.0,9.0,,,Uspokojivý,194286.0,2613A16300,2613A16400,169,5838.0,18.783305904,49.455058609,428.566999,13.4,trámová,monolitický železobetón,37.0,58.0,134.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,301.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,21.0
cesta I. triedy,11,204,M5720,11_204 Most cez železnicu v Čadci,,1949.0,,,4.0,43.6,,8.0,6.0,,,Uspokojivý,194212.0,2613A08900,2613A00600,24,6238.0,18.781299568,49.451919144,430.3745,43.6,trámová,monolitický železobetón,13.0,22.0,113.0,odhadom,Železnica,0.0,medzikrižovatkový,86.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,26.0
cesta I. triedy,11,206,M331,11-206 Most cez rieku Kysuca v meste Čadca,,1969.0,,,3.0,52.4,,14.5,10.5,,,Zlý,8694.0,2613A03900,2613A34600,8,7804.0,18.789767168,49.440266018,415.303249,52.4,dosková,monolitický železobetón,24.0,67.0,236.0,odhadom,Vodný tok,0.0,medzikrižovatkový,62.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,34.0
cesta I. triedy,11,208,M3289,11_208 Most cez rieku Kysuca a železnicu v Čadci,,1970.0,,,13.0,292.1,,13.0,10.5,,,Veľmi zlý,194635.0,2613A35500,2613A35600,87,8990.0,18.795975495,49.429738037,422.508499,292.1,trámová,prefabrikovaný predpätý betón,16.0,45.0,122.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,619.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,44.0
cesta I. triedy,11,209,M2532,11_209 Most nad MK v meste Čadca,,1970.0,,,1.0,6.0,,12.71,10.5,,,Veľmi dobrý,194635.0,2613A35500,2613A35600,513,9416.0,18.799520991,49.428672502,412.9725,6.0,dosková,prefabrikovaný železobetón,30.0,76.0,239.0,projektovaná,Miestna komunikácia,0.0,medzikrižovatkový,619.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,44.0
cesta I. triedy,11,210,M3828,11_210 Most cez bezmenný potok v obci Horelica,,1934.0,,,1.0,3.0,,7.6,6.6,,,Uspokojivý,194641.0,2613A36100,2613A36200,14,10161.0,18.809551024,49.429605785,407.543999,3.0,dosková,monolitický železobetón,10.0,32.0,280.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,510.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,50.0
cesta I. triedy,11,211,M6402,11_211 Most cez bezmenný potok v obci Horelica,,1934.0,,,1.0,2.6,,8.0,8.0,,,Uspokojivý,194650.0,2613A37000,2613A37100,245,12132.0,18.830074867,49.42454179,401.4655,2.6,klenbová,kameň,8.0,32.0,168.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,487.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,59.0
cesta I. triedy,11,212,M2367,11_212 Most cez potok Jasný v obci Horelica,,1953.0,,,1.0,7.0,,11.0,10.0,,,Uspokojivý,194651.0,2613A37100,2613A04101,42,12416.0,18.833868149,49.425029796,403.8555,7.0,dosková,prefabrikovaný železobetón,27.0,75.0,232.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,454.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,60.0
cesta I. triedy,11,213,M1812,11_213 Most cez potok Oščadnica v k.ú. obce Oščadnica,,1938.0,,,1.0,26.0,,7.5,6.5,,,Uspokojivý,212359.0,2613A04102,2613A34300,182,13033.0,18.837121187,49.420416996,402.134999,26.0,trámová,monolitický železobetón,10.0,28.0,69.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,221.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,62.0
cesta I. triedy,11,214,M3024,Most cez bezmenný potok v Oščadnici,,1984.0,,,1.0,6.3,,11.5,11.5,,,Uspokojivý,8952.0,2613A04200,2613A03301,200,14028.0,18.840345137,49.412183262,396.4455,6.3,trámová,prefabrikovaný železobetón,26.0,64.0,157.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1258.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,1.0,0.0
cesta I. triedy,11,215,M2978,Most cez bezmenný potok v Krásne nad Kysucou,,1984.0,,,1.0,6.3,,11.5,11.5,,,Uspokojivý,8952.0,2613A04200,2613A03301,785,14613.0,18.843185112,49.407280781,396.513999,6.3,trámová,prefabrikovaný železobetón,26.0,64.0,157.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1258.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,1.0,0.0
cesta I. triedy,11,216,M99,Estakáda v Krásne nad Kysucou,,1983.0,,,8.0,321.88,,13.36,11.5,,,Uspokojivý,2119.0,2613A03302,2613A25500,32,15325.0,18.841030714,49.399699126,404.46875,321.88,dosková,prefabrikovaný predpätý betón,26.0,64.0,157.0,podľa tabuliek,Cestná komunikácia,0.0,medzikrižovatkový,2333.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,1.0,19.0
cesta I. triedy,11,217,M7227,Most ponad úbočnicovú strž v Krásne nad Kysucou,,1983.0,,,3.0,86.7,,12.87,11.5,,,Uspokojivý,2119.0,2613A03302,2613A25500,1245,16538.0,18.837550905,49.390312114,424.873749,86.7,dosková,prefabrikovaný predpätý betón,26.0,64.0,157.0,podľa tabuliek,Miestna komunikácia,0.0,medzikrižovatkový,2333.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,1.0,19.0
cesta I. triedy,11,218,M5617,Predĺženie klenbového mosta v Krásne nad Kysucou,,1984.0,,,1.0,3.7,,41.6,33.0,,,Zlý,194493.0,2613A25500,2613A25600,108,17734.0,18.841241127,49.380274885,401.225,3.7,dosková,monolitický železobetón,19.0,48.0,118.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1620.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,1.0,20.0
cesta I. triedy,11,219,M2023,Podchod pre peších v Krásne nad Kysucou,,1984.0,,,1.0,4.02,,13.0,13.0,,,Dobrý,194493.0,2613A25500,2613A25600,543,18169.0,18.840958842,49.376387372,385.695,4.02,klenbová,oceľ -  plnostenná,34.0,80.0,196.0,podľa tabuliek,Miestna komunikácia,0.0,medzikrižovatkový,1620.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,1.0,20.0
cesta I. triedy,11,220,M2241,"Most cez potok ""U Blažkov""v Krásne nad Kysucou",,1984.0,,,1.0,6.76,,12.5,11.5,,,Uspokojivý,194493.0,2613A25500,2613A25600,729,18355.0,18.840469287,49.374734822,382.9355,6.76,trámová,prefabrikovaný predpätý betón,26.0,64.0,157.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1620.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,1.0,20.0
cesta I. triedy,11,221,M3378,"Most cez potok ""U Drozdov"" v Krásne nad Kysucou",,1984.0,,,1.0,8.26,,11.5,11.5,,,Uspokojivý,194494.0,2613A25600,2631A12100,211,19457.0,18.833522312,49.36604809,379.70625,8.26,trámová,prefabrikovaný železobetón,26.0,64.0,157.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,628.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,1.0,21.0
cesta I. triedy,11,226,M1392,Most cez bezmenný potok v Kysuckom Lieskovci,,1971.0,,,1.0,4.0,,11.5,10.5,,,Uspokojivý,2130.0,2631A07302,2631A00501,966,22896.0,18.810024818,49.344276524,369.171,4.0,dosková,prefabrikovaný železobetón,20.0,64.0,157.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,995.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Kysucké Nové Mesto,1.0,25.0
cesta I. triedy,11,227,M7332,11_227 Most cez potok Lodnianka v Kysuckom Lieskovci,,1971.0,,,1.0,8.0,,12.25,10.5,,,Dobrý,327902.0,2631A27400,2631A27500,19,23982.0,18.808000211,49.334585861,365.5365,8.0,dosková,prefabrikovaný železobetón,40.0,100.0,255.0,odhadom,Vodný tok,0.0,medzikrižovatkový,34.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Kysucké Nové Mesto,1.0,32.0
cesta I. triedy,11,228,M115,11_228 Most cez Povinský potok v obci Povina,SSC IVSC Žilina,1971.0,"Doprastav a.s., závod Žilina",,1.0,9.12,10.715,14.5,10.5,,,Bezchybný,327906.0,2631A27800,2631A00800,9,26359.0,18.803998092,49.314030217,359.630999,10.715,dosková,prefabrikovaný železobetón,36.0,84.0,216.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,50.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Kysucké Nové Mesto,1.0,36.0
cesta I. triedy,11,229,M349,11_229 Most cez Vadičovský potok v obci Radoľa,,1971.0,,,1.0,15.4,,12.25,10.5,,,Zlý,327896.0,2631A00901,2631A00905,20,28503.0,18.789231459,49.297463683,347.1045,15.4,dosková,prefabrikovaný predpätý betón,15.0,25.0,101.0,odhadom,Vodný tok,0.0,lúč,49.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Kysucké Nové Mesto,1.0,42.0
cesta I. triedy,11,230,M309,11_230 Most cez potok Snežnica v obci Oškerda,,1988.0,,,1.0,10.84,,12.92,11.5,,,Dobrý,327839.0,2631A21100,2631B00300,7,31568.0,18.763207295,49.276479973,345.379,10.84,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,30.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Kysucké Nové Mesto,1.0,50.0
cesta I. triedy,11,232,M4326,Most nad železnicou pred obcou Brodno,,1967.0,,,3.0,59.9,,13.5,11.0,,,Zlý,8633.0,2631B00500,2631A41300,446,32896.0,18.753143306,49.268084431,352.018249,59.9,trámová,prefabrikovaný predpätý betón,25.0,75.0,229.0,podľa tabuliek,Železnica,0.0,medzikrižovatkový,798.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Žilina,1.0,53.0
cesta I. triedy,11,233,M3188,Most cez Brodňanský potok,,1980.0,,,1.0,13.55,,12.4,10.25,,,Dobrý,2681.0,2631A02900,2631A01710,480,33932.0,18.750726831,49.257941389,0.0,13.55,dosková,prefabrikovaný predpätý betón,48.0,94.0,300.0,porovnávací výpočet,"Vodný tok,  Vodný tok",1.0,medzikrižovatkový,1198.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Žilina,2.0,0.0
cesta I. triedy,11,235,M4757,11_235 Most nad železnicou a MK v obci Budatín,,1962.0,,,5.0,63.8,,11.75,11.75,,,Veľmi dobrý,9319.0,2631A00302,2631A00401,19,36424.0,18.737078985,49.238094513,339.9465,63.8,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,1.0,medzikrižovatkový,189.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,2.0,17.0
cesta I. triedy,11,235B,M4439,,,2005.0,,,,,,8.0,,,,Nezistený,9320.0,2631A00401,2631A00410,27,36621.0,18.737813406,49.236560511,334.876499,999.0,dosková,monolitický železobetón,0.0,0.0,0.0,,,1.0,lúč,49.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,2.0,18.0
cesta I. triedy,11,236,M4627,11_236 Most cez rieku Váh -pravý v Žiline,,2000.0,,,3.0,132.83,,13.5,11.5,,,Veľmi dobrý,458106.0,2631A00411,2631A06101,13,36826.0,18.736449746,49.234442568,334.31925,132.83,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,1.0,medzikrižovatkový,146.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,2.0,29.0
cesta I. triedy,11,237,M6437,11_237 Most -MÚK -estakáda nad železnicou v Žiline,,2000.0,,,1.0,1007.76,,8.59,6.5,,,Dobrý,8971.0,2631A06102,2631A06109,3,37044.0,18.731408921,49.230043295,0.0,1007.76,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Cestná komunikácia",1.0,lúč,121.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,2.0,31.0
cesta I. triedy,11,3,M7242,,,2002.0,,,,8.0,,9.5,,,,Nezistený,2712.0,2631A06106,2631A06107,0,0.0,18.737370837,49.232996624,0.0,8.0,,,0.0,0.0,0.0,,Podchod pre chodcov,998.0,vetva,281.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,2.0,37.0
cesta I. triedy,11,2,M4932,"18A_002 Most na vetve N nad cestou I/18, k.ú. Žilina",,2000.0,,,3.0,85.91,,6.8,6.8,,,Veľmi dobrý,9231.0,2631A06103,2631A06108,0,0.0,18.736085175,49.232745379,337.10275,85.91,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Iná prekážka,998.0,vetva,136.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,2.0,38.0
cesta I. triedy,11,238,M5802,11_238 Most nad železnicou v Žiline,,1978.0,,,4.0,236.0,,10.75,10.75,,,Uspokojivý,454822.0,2631A00108,2631A06103,74,37429.0,18.733864608,49.231167767,342.527,236.0,trámová,prefabrikovaný predpätý betón,23.0,51.0,86.0,podľa tabuliek,Železnica,2.0,medzikrižovatkový,331.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,3.0,0.0
cesta I. triedy,11,237A,M2695,11_237A Most nad MK v Žiline,,1978.0,,,5.0,139.0,,10.75,10.75,,,Uspokojivý,8972.0,2631A06103,2631A06104,59,37113.0,18.735476504,49.232509889,0.0,139.0,trámová,prefabrikovaný predpätý betón,23.0,51.0,86.0,podľa tabuliek,"Miestna komunikácia,  Miestna komunikácia",2.0,lúč,218.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,3.0,1.0
cesta I. triedy,11,236A,M4789,11_236A Most cez rieku Váh -ľavý v Žiline,,1956.0,,,3.0,119.1,,12.47,11.94,,,Veľmi dobrý,8972.0,2631A06103,2631A06104,214,36958.0,18.736604702,49.234413211,334.580249,119.1,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2.0,lúč,218.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,3.0,1.0
cesta I. triedy,11,235A,M6633,11_235A Most nad železnicou a MK v Budatíne,,2004.0,,,5.0,71.3,,11.75,11.75,,,Veľmi dobrý,9318.0,2631A00403,2631A00307,147,36483.0,18.737195512,49.238180707,340.247749,71.3,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,2.0,medzikrižovatkový,230.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,3.0,4.0
cesta I. triedy,11,234A,M6535,11_234A Most nad cestou II_507 v Budatíne,,2004.0,,,3.0,33.71,,10.55,10.55,,,Veľmi dobrý,456436.0,2631A00307,2631A00303,77,36323.0,18.736034224,49.239254407,337.48075,33.71,dosková,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Cestná komunikácia",2.0,lúč,147.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,3.0,5.0
cesta I. triedy,11,234,M7225,Most cez Makovský potok,,1980.0,,,1.0,5.26,,12.4,10.25,,,Dobrý,8551.0,2631B00402,2631A01711,337,35744.0,18.740323462,49.243430786,0.0,5.26,dosková,prefabrikovaný železobetón,30.0,65.0,90.0,porovnávací výpočet,"Vodný tok,  Vodný tok",2.0,medzikrižovatkový,1142.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Žilina,3.0,8.0
cesta I. triedy,000011A,001A,M6064,Most na privádzači Čadca,,2004.0,,,10.0,327.89,,15.7,12.5,,,Bezchybný,8695.0,2613A03900,2613A04104,75,75.0,18.792849834,49.439759142,426.30375,327.89,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,001B,M7333,Most na vetve križovatky Čadca - Žilina,,2004.0,,,6.0,199.7,,11.95,9.2,,,Bezchybný,8695.0,2613A03900,2613A04104,401,401.0,18.796393617,49.439581635,424.910749,199.7,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,001C,M7120,Most nad Bukovským potokom,,2004.0,,,4.0,154.3,,10.92,9.2,,,Bezchybný,8695.0,2613A03900,2613A04104,601,601.0,18.798300962,49.438650678,418.577,154.3,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,001D,M1893,Most pri Kysuci,,1998.0,,,0.0,431.25,,11.75,11.75,,,Bezchybný,8695.0,2613A03900,2613A04104,755,755.0,18.799269331,49.436110838,421.01575,431.25,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,2,M1336,Most nad údolím u Klimka,,1998.0,,,0.0,122.76,,11.75,11.75,,,Bezchybný,8695.0,2613A03900,2613A04104,1912,1912.0,18.809948426,49.431837679,451.11,122.76,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Údolie,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,3,M4715,Most nad údolím,,1998.0,,,0.0,208.22,,11.75,11.75,,,Bezchybný,8695.0,2613A03900,2613A04104,2200,2200.0,18.813493888,49.430034261,436.88975,208.22,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,4,M4810,Most - poloestakáda,,1998.0,,,0.0,84.46,,11.75,11.75,,,Bezchybný,8695.0,2613A03900,2613A04104,2428,2428.0,18.814537327,49.428819112,0.0,84.46,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,5,M4999,Most cez údolie,,1998.0,,,0.0,54.56,,11.75,11.75,,,Bezchybný,8695.0,2613A03900,2613A04104,2544,2544.0,18.815139259,49.428127578,429.142999,54.56,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,6,M1426,Most nad zosuvom,,1998.0,,,0.0,118.48,,11.75,11.75,,,Bezchybný,8695.0,2613A03900,2613A04104,2892,2892.0,18.819131635,49.425846092,429.917,118.48,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,7,M876,Most nad miestnou komunikáciou,,1998.0,,,0.0,11.24,,11.75,11.75,,,Bezchybný,8695.0,2613A03900,2613A04104,3444,3444.0,18.825850015,49.425687464,410.12725,11.24,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,8,M2638,Most nad bezmenným potokom,,1998.0,,,0.0,7.55,,11.75,11.75,,,Bezchybný,8695.0,2613A03900,2613A04104,4058,4058.0,18.834070074,49.42546853,406.971,7.55,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,4483.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,0.0
cesta I. triedy,000011A,9,M3135,Most nad potokom Oščadnica,,1998.0,,,0.0,25.12,,11.75,11.75,,,Bezchybný,9330.0,2613A00700,2613A04200,131,4713.0,18.837763937,49.420354497,402.837499,25.12,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,885.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,5.0
cesta I. triedy,000011A,10,M7038,Most nad miestnou komunikáciou,,1998.0,,,0.0,25.0,,11.75,11.75,,,Bezchybný,9330.0,2613A00700,2613A04200,304,4886.0,18.837702975,49.418799116,406.36925,25.0,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,885.0,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,5.0
cesta I. triedy,12,1,M2678,12_001 Most cez Čerchlanov potok v obci Čierne,,1870.0,,,1.0,2.5,,7.2,7.2,,,Zlý,194216.0,2613A09300,2613A09400,1363,1974.0,18.814390011,49.487587036,454.9495,2.5,klenbová,kameň,6.0,26.0,123.0,odhadom,Vodný tok,0.0,medzikrižovatkový,1373.0,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,4.0
