ID mosta,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Okres,Longitude,Latitude,Material,Názov mosta,Dĺžka premostenia,Rok postavenia,Volná šírka mosta,Normána zaťažiteľnost,Trieda PK,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023
M1984,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Žilina,18.516814831,48.95610825,prefabrikovaný železobetón,Nezistený,6.0,1987,7.7,36.0,cesta III. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,3,3
M6514,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Turčianske Teplice,18.759888531,48.889330351,monolitický železobetón,Nezistený,3.0,1960,7.3,15.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M712,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Turčianske Teplice,18.774940895,48.889693035,monolitický železobetón,519001_002 Most cez Jazernický potok v obci Kaľamenová,10.5,1960,7.6,11.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4987,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Turčianske Teplice,18.757651672,48.907537032,monolitický železobetón,Nezistený,2.7,1951,5.5,18.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5065,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Turčianske Teplice,18.783719961,48.935770929,prefabrikovaný železobetón,Nezistený,5.0,1966,6.5,22.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5928,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Turčianske Teplice,18.816473364,48.937210436,prefabrikovaný železobetón,Nezistený,5.0,1998,7.5,32.0,cesta III. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M238,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Turčianske Teplice,18.802658012,48.920659049,monolitický železobetón,Nezistený,6.6,1954,7.5,11.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5293,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Turčianske Teplice,18.802234641,48.916523473,monolitický železobetón,Nezistený,5.5,1968,8.0,16.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1358,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Uspokojivý,Uspokojivý,Martin,18.863154632,48.953901026,prefabrikovaný predpätý betón,Nezistený,32.55,1970,8.2,16.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,4,4
M4630,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Martin,18.864659768,48.952879978,monolitický železobetón,Nezistený,2.1,1932,4.9,11.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M4422,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Martin,18.845920069,49.001234546,monolitický železobetón,Nezistený,9.4,1961,8.85,26.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5678,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Veľmi zlý,Zlý,Zlý,Čadca,18.931177819,49.341305524,prefabrikovaný predpätý betón,520001:001 Most cez rieku Bystricu pred obcou Radôstka,66.6,1955,8.0,15.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,6,5,5
M6957,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Čadca,18.937543125,49.335980082,prefabrikovaný predpätý betón,Nezistený,29.2,1958,7.8,15.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M5248,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Zlý,Zlý,Zlý,Čadca,18.941461439,49.320300013,monolitický železobetón,Nezistený,3.2,1956,7.2,14.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,5,5,5
M2333,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Čadca,18.93978664,49.315649951,oceľ -  plnostenná,Nezistený,16.05,1959,7.7,19.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M3472,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Čadca,18.94319055,49.312050718,oceľ -  plnostenná,Nezistený,14.7,1959,7.7,30.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M3623,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,18.946012164,49.303051266,prefabrikovaný železobetón,Nezistený,6.0,1956,7.45,31.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M179,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,18.950272044,49.295430686,monolitický železobetón,Nezistený,4.6,1956,8.0,16.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5255,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,18.990482838,49.283393583,monolitický železobetón,Nezistený,4.0,1975,8.0,18.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M6231,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,18.964258535,49.245901721,monolitický železobetón,Nezistený,27.98,1986,11.1,35.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M2644,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Čadca,19.050252521,49.363690043,prefabrikovaný železobetón,520_011 Most cez potok Granát vo Vychyľovke,4.0,1978,5.4,22.0,cesta II. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M2199,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Čadca,18.942623694,49.346807533,monolitický železobetón,Nezistený,7.0,1945,38.8,70.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6886,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Zlý,Zlý,Žilina,19.040584189,49.276085736,monolitický železobetón,520005_001 Most cez bezmenný potok na Chotári,6.0,1950,7.0,13.0,cesta III. triedy,Žilina,6,6,6,6,6,6,6,6,6,6,5,5
M5912,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,19.043486987,49.276970104,monolitický železobetón,520005_002 Most cez potok Struháreň na Panskej Lúke,5.2,1945,6.6,24.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1356,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,19.057668415,49.284711521,prefabrikovaný železobetón,Nezistený,9.3,1954,6.0,24.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2337,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Námestovo,19.304003505,49.386095198,monolitický železobetón,Nezistený,16.0,1956,7.0,16.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M6879,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Námestovo,19.29761467,49.403765239,prefabrikovaný predpätý betón,Nezistený,18.95,1998,12.0,32.0,cesta III. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M1191,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Námestovo,19.292976149,49.413196434,prefabrikovaný predpätý betón,Nezistený,33.8,1969,9.0,16.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M4684,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Námestovo,19.288210859,49.424874048,monolitický železobetón,Nezistený,9.6,1958,7.5,7.0,cesta III. triedy,Žilina,6,6,6,6,6,6,6,6,6,6,6,6
M443,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Námestovo,19.274680216,49.426979428,monolitický železobetón,Nezistený,11.4,1954,7.5,18.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M3920,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.252557756,49.431722442,prefabrikovaný železobetón,Nezistený,8.0,1969,9.0,19.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M3642,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.340859743,49.377013776,prefabrikovaný predpätý betón,520007_001 Most cez potok Klinianka v obci Krušetnica,18.0,1968,9.0,20.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2755,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Námestovo,19.331379576,49.370765615,prefabrikovaný predpätý betón,Nezistený,39.93,2001,7.5,32.0,cesta III. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M7628,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Námestovo,19.486086726,49.399681603,prefabrikovaný predpätý betón,MO 520a-002 Most cez vodnú nádrž Oravská priehrada,288.9,1952,8.97,12.0,cesta II. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,6,6
M265,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.435851131,49.394297397,prefabrikovaný predpätý betón,520010_001 Most cez potok Veselianka v obci Oravská Jasenica,31.3,1966,10.0,20.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M5874,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Námestovo,19.427709047,49.415242914,oceľ -  plnostenná,Nezistený,3.9,1936,5.1,6.0,cesta III. triedy,Žilina,6,6,6,6,6,6,6,6,6,6,6,6
M2648,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.424535836,49.417956225,prefabrikovaný predpätý betón,520010_003 Most cez potok Veselianka,29.7,1965,9.0,24.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M5683,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.425208305,49.421750367,monolitický železobetón,Nezistený,4.05,1959,8.5,21.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6639,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.404219184,49.437867974,prefabrikovaný predpätý betón,Nezistený,19.6,1962,8.0,19.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4090,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Námestovo,19.393622888,49.444287929,oceľ -  plnostenná,Nezistený,2.9,1991,7.0,34.0,cesta III. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
M4691,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.385507433,49.45144236,prefabrikovaný železobetón,Nezistený,7.6,1976,8.1,31.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M457,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Námestovo,19.308714476,49.447712392,kameň,Nezistený,2.2,1948,6.7,11.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M4386,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.315662851,49.437182726,monolitický železobetón,Nezistený,4.5,1955,7.5,32.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M4450,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.327280695,49.425744663,oceľ -  plnostenná,Nezistený,5.0,1948,6.0,21.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3168,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.332631549,49.415379292,oceľ -  plnostenná,Nezistený,4.75,1940,7.0,22.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M4783,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.334355879,49.429657328,oceľ -  plnostenná,Nezistený,6.0,1949,6.0,22.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M7080,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.541120583,49.428236766,monolitický železobetón,Nezistený,6.4,1958,9.0,40.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M18,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.552349214,49.433380536,prefabrikovaný železobetón,Nezistený,3.0,1978,11.8,32.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M7675,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.567405702,49.444958897,prefabrikovaný železobetón,Nezistený,5.0,1984,6.2,28.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M2420,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.571898378,49.44907358,prefabrikovaný železobetón,Nezistený,4.4,1984,5.6,28.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M3374,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Tvrdošín,19.597305063,49.458582065,monolitický železobetón,Nezistený,20.0,1957,6.3,11.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M4901,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Námestovo,19.500257641,49.500380596,prefabrikovaný predpätý betón,Nezistený,31.3,1963,9.5,18.0,cesta III. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M3622,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.459795184,49.495616184,prefabrikovaný predpätý betón,520015_002 Most cez potok Polhoranka,37.0,1961,7.5,18.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M6961,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.435113591,49.498588893,prefabrikovaný železobetón,Nezistený,9.0,1959,8.0,24.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1442,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.430976942,49.500988923,monolitický železobetón,Nezistený,8.0,1952,7.5,24.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M2672,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.418806135,49.50517261,prefabrikovaný železobetón,Nezistený,8.15,1966,8.5,24.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M2873,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.408112658,49.511763888,prefabrikovaný predpätý betón,Nezistený,3.6,1973,6.0,25.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1709,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.393610034,49.522594921,prefabrikovaný železobetón,Nezistený,5.1,1973,5.8,32.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1499,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Bezchybný,Bezchybný,Tvrdošín,19.73698,49.34949,monolitický železobetón,Most cez potok Oravica v obci Vitanová,21.195,1962,9.7,32.0,cesta III. triedy,Žilina,6,6,6,6,6,6,6,6,6,6,1,1
M6473,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Bezchybný,Bezchybný,Tvrdošín,19.73697,49.33734,spriahnutá oceľ-betón,520019_002 Most cez rieku Oravica,27.0,1958,8.4,32.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,1,1
M1938,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Bezchybný,Bezchybný,Tvrdošín,19.74194,49.32418,spriahnutá oceľ-betón,M 1938_ Most cez potok Oravica za obcou Vitanová,24.79,1957,9.1,32.0,cesta III. triedy,Žilina,6,6,6,6,6,6,6,6,6,6,1,1
M6159,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bezchybný,Bezchybný,Tvrdošín,19.74542,49.3193,monolitický železobetón,M6159 Most cez Čierny potok za obcou Vitanová,9.0,1957,9.7,32.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,1,1
M7296,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Tvrdošín,19.746743748,49.297695111,monolitický železobetón,520019_007 Most cez potok Bobrovacký,13.9,1970,6.0,28.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M7352,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Tvrdošín,19.737697265,49.289279636,monolitický železobetón,Nezistený,8.1,1968,4.4,24.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M805,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Tvrdošín,19.725134129,49.28150866,monolitický železobetón,Nezistený,3.0,1963,4.9,28.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M7147,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Tvrdošín,19.65824117,49.27344699,prefabrikovaný predpätý betón,Nezistený,8.2,1978,5.0,33.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M4012,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Tvrdošín,19.649033992,49.273148695,oceľ -  plnostenná,Nezistený,8.84,1978,5.5,34.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M7565,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Tvrdošín,19.647472571,49.273081567,oceľ -  plnostenná,Nezistený,8.67,1970,5.0,34.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3545,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Tvrdošín,19.641494211,49.275147712,prefabrikovaný predpätý betón,Nezistený,8.36,1970,5.0,29.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5246,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Tvrdošín,19.614271978,49.277797868,prefabrikovaný predpätý betón,520019_014 Most cez potok Blatná,13.1,1964,7.4,21.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3712,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Tvrdošín,19.639991789,49.273710677,monolitický železobetón,Nezistený,12.0,2005,8.54,32.0,cesta III. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M3946,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Tvrdošín,19.618898104,49.262724965,monolitický železobetón,Nezistený,28.0,2005,7.5,32.0,cesta III. triedy,Žilina,1,1,1,1,1,1,1,1,1,1,1,1
M7155,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Námestovo,19.383717337,49.461900434,oceľ -  plnostenná,520021_001 Most cez potok Veselianka,18.5,1979,9.5,21.0,cesta III. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2046,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.382546928,49.479226655,monolitický železobetón,Nezistený,5.7,1973,6.1,30.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M4209,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.377303319,49.487390428,prefabrikovaný železobetón,Nezistený,9.7,1978,6.7,27.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M5157,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Námestovo,19.141100928,49.371002122,monolitický železobetón,Nezistený,2.1,1974,11.4,27.0,cesta III. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M4011,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Námestovo,19.277048179,49.385388807,prefabrikovaný železobetón,Nezistený,17.1,1970,7.4,37.0,cesta III. triedy,Žilina,2,2,2,2,2,2,2,2,2,2,2,2
